spec_no,loc_ID_num,phylum,class,ordr,family,originalGenus,genus,subgenus,originalSubgenus,originalSpecies,species,subspecies,modifiers,num_individuals,element,field_num,Associated With ,ID by,ID date,Catalogued by,Notes
301812,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 06-16-2015/3,"Associated with 301811, 301812, 301813, 301814, 301816","Robins, Cristina",,,
301813,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 06-16-2015/3,"Associated with 301811, 301812, 301813, 301814, 301816","Robins, Cristina",,,
301814,V17013,,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 06-16-2015/3,"Associated with 301811, 301812, 301813, 301814, 301816","Robins, Cristina",,,
301815,V17013,,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 06-16-2015/3,"Associated with 301811, 301812, 301813, 301814, 301816","Robins, Cristina",,,
301816,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,shell hash,JPW 08-29-2017/3f,,"Robins, Cristina",,,
301817,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,shell hash,JPW 08-29-2017/3c,,"Robins, Cristina",,,
301818,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,shell hash,JPW 08-29-2017/3e,,"Robins, Cristina",,,
301819,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,external mold,JPW 08-29-2017/3d,,"Robins, Cristina",,,
301820,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,shell hash,JPW 08-29-2017/3d,,"Robins, Cristina",,,
301821,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 08-29-2017/3b,,"Robins, Cristina",,,
301822,V17010,,,,,,Teredolites,,,,,,,,burrows,JPW 12-17-2014/6,,"Robins, Cristina",,,
301823,V17013,,,,,,Teredolites,,,,,,,,burrows,JPW 08-09-2018/3,,"Robins, Cristina",,,
301824,V17013,,,,Pectinidae,,,,,,,,,,shell,JPW 07-29-2014/4,"Associated with 301825, 301826","Robins, Cristina",,,Bone fragments belong to whale in Regatta already
301825,V17013,,,,Pectinidae,,,,,,,,,,shell,JPW 07-29-2014/4,"Associated with 301824, 301826","Robins, Cristina",,,Bone fragments belong to whale in Regatta already
301826,V17013,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 07-29-2014/4,"Associated with 301824, 301825","Robins, Cristina",,,Bone fragments belong to whale in Regatta already
301827,V17013,,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 07-29-2014/4,,"Robins, Cristina",,,Bone fragments belong to whale in Regatta already
301828,V17013,,,,Pectinidae,,,,,,,,,,shell,JPW 07-29-2014/4,Associated with 301829,"Robins, Cristina",,,Bone fragments belong to whale in Regatta already
301829,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 07-29-2014/4,Associated with 301828,"Robins, Cristina",,,Bone fragments belong to whale in Regatta already
301830,V17013 (not on locality list),,,,Pectinidae,,,,,,,,,,internal mold,JPW 10-22-2018/1,,"Robins, Cristina",,,
301831,V17013,,,,Pectinidae,,,,,,,,,,shell,JPW 05-20-2014/6,,"Robins, Cristina",,,
301832,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301833,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301834,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301835,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301836,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301837, 301838, 301839, 301840, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301837,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301838, 301839, 301840, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301838,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301839, 301840, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301839,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301840, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301840,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301841,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301842,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301843,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842,  301844, 301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301844,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301845, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301845,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301846, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301846,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301847, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301847,V17009,,Gastropoda,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301848, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301848,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301849, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301849,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301850,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301851,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301852,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301853,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301854,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301855,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301856,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301857,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301858,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301859,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301860, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301860,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301861, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301861,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301862, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301862,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301863, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301863,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301864, 301865, 301866, 301867","Robins, Cristina",,,
301864,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301865, 301866, 301867","Robins, Cristina",,,
301865,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301866, 301867","Robins, Cristina",,,
301866,V17009,,Bivalvia,,,,,,,,,,,,shell,JPW 12-02-2013/3,"Associated with 301832, 301833, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843,  301844, 301845, 301846, 301847, 301848, 201849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301858, 301859, 301860, 301861, 301862, 301863, 301864, 301865, 301867","Robins, Cristina",,,
301867,V17007,,Bivalvia,,,,,,,,,,,,internal mold ,JPW 12-20-2016/2I,,,07-31-2019,"Mackenzie, Laura",
301868,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301869, 301870, 301871, 301872, 301873, 301874, 301875, 301876, 301876, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301869,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301870, 301871, 301872, 301873, 301874, 301875, 301876, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301870,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301871, 301872, 301873, 301874, 301875, 301876, 301876, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301871,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301872, 301873, 301874, 301875, 301876, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301872,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301873, 301874, 301875, 301876, 301876, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301873,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301872, 301874, 301875, 301876, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301874,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301872, 301873, 301875, 301876, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301875,V17021,,Gastropoda,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301872, 301873, 301874, 301876, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301876,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301872, 301873, 301874, 301875, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301877,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301872, 301873, 301874, 301875, 301876, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301878,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301872, 301873, 301874, 301875, 301876, 301877, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301879,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301872, 301873, 301874, 301875, 301876, 301877, 301878, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301880,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301872, 301873, 301874, 301875, 301876, 301877, 301878, 301879, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
301881,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7,"Associated with 301868, 301869, 301870, 301871, 301872, 301873, 301874, 301875, 301876, 301877, 301878, 301879, 301880, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891","Robins, Cristina",,,
